id,industry,is_local,visibility_score,visibility_tier,model_count,chatgpt_mentioned,perplexity_mentioned,gemini_mentioned,claude_mentioned,google_aio_mentioned,recommendation_count,blocks_ai_crawlers,robots_score,has_schema_markup,schema_is_ssr,schema_score,citability_score,has_faq_content,has_comparison_content,sitemap_exists,total_indexed_pages,blog_post_count,google_review_count,google_review_rating,has_llms_txt,has_llms_full_txt
BIZ_0636,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,60,false,true,true,47,0,140,4.7,false,false
BIZ_0637,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,60,false,true,false,0,0,150,4.6,false,false
BIZ_0638,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,59,false,true,false,0,0,170,4.6,false,false
BIZ_0639,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,64,true,true,true,553,63,420,4.6,false,false
BIZ_0640,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,52,false,false,false,0,0,250,4.6,false,false
BIZ_0641,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,54,false,false,true,67,0,210,4.6,true,false
BIZ_0642,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,58,false,false,true,0,0,200,4.7,true,false
BIZ_0643,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,59,false,true,false,0,0,230,4.6,false,false
BIZ_0644,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,73,false,true,true,693,152,320,4.5,true,false
BIZ_0645,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,48,false,true,false,0,0,330,4.5,false,false
BIZ_0646,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,56,false,true,true,1592,1150,260,4.6,false,false
BIZ_0647,personal_injury_law,true,14,low,3,false,true,true,false,true,0,false,100,false,false,0,56,false,false,false,0,0,230,4.4,false,false
BIZ_0648,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,55,false,false,false,0,0,360,4.6,true,true
BIZ_0649,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,58,false,false,true,22,1,310,4.5,false,false
BIZ_0650,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,57,false,true,false,0,0,190,4.6,false,false
BIZ_0651,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,59,false,false,true,1244,212,290,4.6,true,true
BIZ_0652,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,53,false,false,true,0,,270,4.7,true,false
BIZ_0653,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,54,false,false,false,0,0,300,4.5,false,false
BIZ_0654,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,62,false,false,true,27,3,280,4.5,false,false
BIZ_0655,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,35,false,false,false,0,0,170,4.5,false,false
BIZ_0656,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,67,false,true,false,0,0,180,4.5,false,false
BIZ_0657,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,69,true,false,true,361,2,270,4.7,false,false
BIZ_0658,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,57,false,true,false,0,0,240,4.6,false,false
BIZ_0659,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,57,false,true,false,0,0,210,4.7,false,false
BIZ_0660,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,true,true,7629,2,170,4.4,false,false
BIZ_0661,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,48,false,true,true,463,378,280,4.6,false,false
BIZ_0662,personal_injury_law,true,16,low,4,true,true,true,false,true,0,false,100,true,true,100,61,false,true,true,891,407,580,4.7,false,false
BIZ_0663,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,61,false,true,true,274,199,120,4.8,true,true
BIZ_0664,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,69,true,false,true,78,6,320,4.6,false,false
BIZ_0665,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,true,false,0,0,220,4.6,false,false
BIZ_0666,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,false,false,0,59,false,true,false,0,0,250,4.5,false,false
BIZ_0667,personal_injury_law,true,17,low,4,true,true,true,false,true,0,false,100,true,true,100,63,true,false,true,418,3,180,4.7,false,false
BIZ_0668,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,380,4.7,false,false
BIZ_0669,personal_injury_law,true,29,moderate,1,false,false,false,false,true,2,false,100,true,true,100,61,false,true,true,742,363,510,4.7,true,false
BIZ_0670,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,true,true,340,148,310,4.7,true,false
BIZ_0671,personal_injury_law,true,30,moderate,2,false,true,false,true,false,6,false,100,true,true,100,72,true,true,true,571,2,500,4.7,false,false
BIZ_0672,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,45,false,false,false,0,0,900,4.4,false,false
BIZ_0673,personal_injury_law,true,49,moderate,3,false,true,true,false,true,60,false,100,true,true,100,71,true,true,true,14997,0,180,4.9,false,false
BIZ_0674,personal_injury_law,true,19,low,1,false,true,false,false,false,2,false,100,true,true,100,63,false,true,true,4937,0,100,4.8,false,false
BIZ_0675,personal_injury_law,true,25,moderate,5,true,true,true,true,true,0,false,100,true,false,10,72,true,true,true,170,14,480,4.6,false,false
BIZ_0676,personal_injury_law,true,25,moderate,5,true,true,true,true,true,0,false,100,true,true,100,57,false,false,true,20,1,420,4.4,false,false
BIZ_0677,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,61,false,true,true,742,363,350,4.7,true,false
BIZ_0678,personal_injury_law,true,25,moderate,5,true,true,true,true,true,0,false,100,true,true,100,49,false,false,true,65,1,380,4.5,true,false
BIZ_0679,personal_injury_law,true,25,moderate,5,true,true,true,true,true,0,false,100,true,true,100,52,false,false,false,0,0,440,4.7,false,false
BIZ_0680,personal_injury_law,true,17,low,1,false,true,false,false,false,2,false,100,true,true,100,51,false,false,true,215,49,220,4.6,false,false
BIZ_0681,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,true,true,135,14,160,4.4,false,false
BIZ_0682,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,69,false,false,false,0,0,470,4.7,false,false
BIZ_0683,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,76,true,true,true,482,308,370,4.5,true,false
BIZ_0684,personal_injury_law,true,35,moderate,1,false,false,false,false,true,3,false,100,true,true,100,71,true,true,true,1000,4,340,4.6,false,false
BIZ_0685,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,false,true,916,5,180,4.8,false,false
BIZ_0686,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,74,true,false,false,0,0,720,4.8,false,false
BIZ_0687,personal_injury_law,true,21,moderate,1,false,false,false,true,false,4,false,100,false,false,0,57,false,true,false,0,0,700,4.6,false,false
BIZ_0688,personal_injury_law,true,10,low,1,false,false,true,false,false,0,false,100,true,true,100,68,true,false,true,795,653,600,4.8,true,false
BIZ_0689,personal_injury_law,true,44,moderate,4,true,true,false,true,true,22,false,100,true,true,100,63,false,true,false,0,0,950,4.6,false,false
BIZ_0690,personal_injury_law,true,40,moderate,1,false,false,false,true,false,33,false,100,true,true,100,55,false,false,true,138,0,850,4.6,true,true
BIZ_0691,personal_injury_law,true,42,moderate,2,true,false,true,false,false,20,false,100,true,true,100,66,false,false,true,1113,203,490,4.5,false,false
BIZ_0692,personal_injury_law,true,73,high,5,true,true,true,true,true,148,false,100,true,true,100,66,false,false,true,1113,203,1200,4.8,false,false
BIZ_0693,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,64,false,false,true,139,3,520,4.5,false,false
BIZ_0694,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,50,false,false,false,0,0,630,4.6,false,false
BIZ_0695,personal_injury_law,true,10,low,1,false,false,false,false,true,0,false,100,false,false,0,57,false,true,false,0,0,260,4.4,false,false
BIZ_0696,personal_injury_law,true,10,low,1,false,false,false,false,true,0,false,100,false,false,0,55,false,false,true,292,261,160,4.5,false,false
BIZ_0697,personal_injury_law,true,26,moderate,3,true,false,true,false,true,4,false,100,true,true,100,51,false,false,true,739,3,620,4.7,true,true
BIZ_0698,personal_injury_law,true,25,moderate,2,true,false,false,false,true,2,false,100,true,true,100,51,false,false,true,739,3,360,4.7,true,true
BIZ_0699,personal_injury_law,true,38,moderate,2,true,false,false,false,true,20,false,100,true,true,100,65,false,true,false,0,0,1300,4.8,false,false
BIZ_0700,personal_injury_law,true,15,low,3,true,false,true,true,false,0,false,100,true,true,100,61,false,false,true,422,0,450,4.6,false,false
BIZ_0701,personal_injury_law,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,true,true,457,349,240,4.6,false,false
BIZ_0702,personal_injury_law,true,12,low,2,true,false,true,false,false,0,false,100,true,false,10,72,true,true,true,170,14,540,4.8,false,false
BIZ_0703,personal_injury_law,true,6,low,1,false,true,false,false,false,0,false,100,true,true,100,60,false,false,true,1175,1,600,4.7,false,false
BIZ_0704,personal_injury_law,true,50,moderate,5,true,true,true,true,true,58,false,100,true,true,100,62,false,true,true,294,65,1400,4.7,true,true
BIZ_0705,real_estate,true,66,high,5,true,true,true,true,true,76,false,100,false,false,0,52,false,false,true,94,28,280,4.8,false,false
BIZ_0706,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,true,true,9,2,56,4.6,false,false
BIZ_0707,real_estate,true,62,high,5,true,true,true,true,true,66,false,100,true,true,100,47,false,true,true,1546,2,410,4.9,true,true
BIZ_0708,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,60,false,true,false,0,0,210,4.8,false,false
BIZ_0709,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,0,false,false,false,0,0,112,4.6,false,false
BIZ_0710,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,47,false,false,true,4,0,165,4.8,false,false
BIZ_0711,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,2,false,false,false,0,0,142,4.7,false,false
BIZ_0712,real_estate,true,17,low,3,true,true,true,false,false,0,false,100,false,false,0,59,false,true,false,0,0,290,4.9,false,false
BIZ_0713,real_estate,true,22,moderate,1,false,false,true,false,false,4,false,100,false,false,0,,,,false,0,0,580,4.6,false,false
BIZ_0714,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,160,4.8,false,false
BIZ_0715,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,2,false,false,false,0,0,76,4.5,false,false
BIZ_0716,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,47,false,false,true,1249,0,134,4.7,false,false
BIZ_0717,real_estate,true,28,moderate,1,false,true,false,false,false,10,false,100,false,false,0,50,false,true,true,365,0,95,4.6,false,false
BIZ_0718,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,37,false,false,false,0,0,76,4.6,false,false
BIZ_0719,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,2,false,false,false,0,0,310,4.6,true,true
BIZ_0720,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,0,false,false,false,0,0,98,4.6,false,false
BIZ_0721,real_estate,true,43,moderate,3,true,true,true,false,false,28,false,100,false,false,0,50,false,false,true,529,25,350,4.9,false,false
BIZ_0722,real_estate,true,31,moderate,1,false,true,false,false,false,14,false,100,false,false,0,52,false,false,true,325,0,190,4.8,false,false
BIZ_0723,real_estate,true,42,moderate,4,true,true,true,true,false,30,false,100,true,false,10,47,false,false,false,0,0,950,4.6,false,false
BIZ_0724,real_estate,true,65,high,5,true,true,true,true,true,74,false,100,true,true,100,63,false,false,false,0,0,1200,4.7,true,true
BIZ_0725,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,62,false,true,false,0,0,56,4.4,false,false
BIZ_0726,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,65,false,true,false,0,0,78,4.5,false,false
BIZ_0727,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,65,false,true,false,0,0,154,4.7,false,false
BIZ_0728,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,39,false,true,true,835,0,320,4.7,false,false
BIZ_0729,real_estate,true,0,invisible,0,false,false,false,false,false,0,true,95,true,true,100,52,false,false,true,22,0,260,4.6,false,false
BIZ_0730,real_estate,true,59,high,4,true,true,true,true,false,66,false,100,false,false,0,52,false,false,false,0,0,610,4.8,false,false
BIZ_0731,real_estate,true,9,low,2,false,false,true,true,false,0,false,100,true,true,100,63,false,true,false,0,0,143,4.7,false,false
BIZ_0732,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,78,4.6,false,false
BIZ_0733,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,145,4.7,false,false
BIZ_0734,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,2,false,false,false,0,0,134,4.6,false,false
BIZ_0735,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,0,false,false,false,0,0,102,4.6,false,false
BIZ_0736,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,44,false,false,true,274,2,112,4.7,false,false
BIZ_0737,real_estate,true,21,moderate,1,false,true,false,false,false,2,false,100,true,true,100,44,false,false,true,274,2,92,4.7,false,false
BIZ_0738,real_estate,true,6,low,1,false,true,false,false,false,0,false,100,true,true,100,61,false,true,false,0,0,110,4.7,false,false
BIZ_0739,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,98,4.6,false,false
BIZ_0740,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,120,4.7,false,false
BIZ_0741,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,61,false,true,false,0,0,198,4.7,false,false
BIZ_0742,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,true,false,0,0,85,4.5,false,false
BIZ_0743,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,34,false,false,false,0,0,132,4.6,false,false
BIZ_0744,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,0,false,false,false,0,0,165,4.8,false,false
BIZ_0745,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,2,false,false,false,0,0,167,4.7,false,false
BIZ_0746,real_estate,true,37,moderate,1,true,false,false,false,false,4,false,100,true,true,100,59,false,false,true,3532,3528,280,4.9,false,false
BIZ_0747,real_estate,true,6,low,1,false,false,false,true,false,0,false,100,false,false,0,65,false,true,false,0,0,317,4.8,false,false
BIZ_0748,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,21,false,false,false,0,0,87,4.5,false,false
BIZ_0749,real_estate,true,38,moderate,2,false,true,false,false,true,6,true,15,true,true,100,56,true,true,false,0,0,650,4.8,false,false
BIZ_0750,real_estate,true,55,high,5,true,true,true,true,true,42,false,100,true,true,100,47,false,true,true,1546,2,320,4.9,true,true
BIZ_0751,real_estate,true,31,moderate,3,false,true,true,false,true,6,false,100,false,false,0,,,,false,0,0,700,4.6,false,false
BIZ_0752,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,176,4.7,false,false
BIZ_0753,real_estate,true,55,high,4,false,true,true,true,true,40,false,100,false,false,0,44,false,false,false,0,0,300,4.9,false,false
BIZ_0754,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,54,false,false,true,44,0,390,4.8,true,false
BIZ_0755,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,40,false,false,false,0,0,73,4.5,false,false
BIZ_0756,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,47,false,false,false,0,0,109,4.6,false,false
BIZ_0757,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,true,false,0,0,98,4.6,false,false
BIZ_0758,real_estate,true,36,moderate,2,true,true,false,false,false,14,false,100,true,true,100,55,false,false,true,1512,3,220,4.8,true,false
BIZ_0759,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,true,false,0,0,45,4.5,false,false
BIZ_0760,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,73,true,true,true,11570,5,247,4.6,true,false
BIZ_0761,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,53,false,false,true,192,0,187,4.7,true,false
BIZ_0762,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,true,false,true,1067,4,210,4.7,false,false
BIZ_0763,real_estate,true,35,moderate,1,false,false,false,true,false,2,false,100,false,false,0,47,false,false,true,391,83,156,4.7,true,false
BIZ_0764,real_estate,true,8,low,1,false,false,false,true,false,0,false,100,false,false,0,65,false,true,false,0,0,312,4.9,false,false
BIZ_0765,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,62,false,true,false,0,0,156,4.7,false,false
BIZ_0766,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,50,false,false,true,29,0,145,4.7,false,false
BIZ_0767,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,false,false,0,0,89,4.6,true,true
BIZ_0768,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,52,false,false,true,230,60,67,4.6,true,false
BIZ_0769,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,47,false,false,true,5188,265,130,4.7,false,false
BIZ_0770,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,0,false,false,false,0,0,410,4.8,false,false
BIZ_0771,real_estate,true,38,moderate,2,true,false,true,false,false,4,false,100,false,false,0,,,,false,0,0,340,4.7,false,false
BIZ_0772,real_estate,true,47,moderate,3,true,true,false,false,true,24,false,100,true,true,100,61,true,true,true,21300,10488,176,4.8,true,false
BIZ_0773,real_estate,true,6,low,1,false,true,false,false,false,0,false,100,false,false,0,,,,false,0,0,89,4.6,false,false
BIZ_0774,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,true,826,2,109,4.6,false,false
BIZ_0775,real_estate,true,20,low,2,false,true,false,false,true,2,false,100,true,true,100,50,false,false,true,122959,1,450,4.7,false,false
BIZ_0776,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,36,0,123,4.7,true,false
BIZ_0777,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,false,true,48,2,520,4.7,false,false
BIZ_0778,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,49,false,true,true,292,64,234,4.8,true,false
BIZ_0779,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,98,4.7,false,false
BIZ_0780,real_estate,true,6,low,1,false,true,false,false,false,0,false,100,false,false,0,68,false,true,false,0,0,180,4.8,false,false
BIZ_0781,real_estate,true,31,moderate,2,true,false,false,true,false,2,false,100,false,false,0,,,,false,0,0,450,4.7,false,false
BIZ_0782,real_estate,true,14,low,2,false,false,true,true,false,0,false,100,false,false,0,63,false,true,false,0,0,278,4.8,false,false
BIZ_0783,real_estate,true,32,moderate,2,false,true,false,false,true,12,false,100,true,true,100,59,false,false,false,0,0,75,4.7,false,false
BIZ_0784,real_estate,true,11,low,1,false,false,true,false,false,0,false,100,false,false,0,0,false,false,false,0,0,234,4.8,false,false
BIZ_0785,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,63,false,true,false,0,0,245,4.8,false,false
BIZ_0786,real_estate,true,22,moderate,2,false,false,true,true,false,3,false,100,false,false,0,0,false,false,false,0,0,420,4.9,false,false
BIZ_0787,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,121,4.7,false,false
BIZ_0788,real_estate,true,40,moderate,2,false,true,false,false,true,26,false,100,true,true,100,61,false,false,true,448,1,140,4.7,true,false
BIZ_0789,real_estate,true,6,low,1,false,false,true,false,false,0,false,100,false,false,0,63,false,true,false,0,0,198,4.8,false,false
BIZ_0790,real_estate,true,53,high,4,true,true,false,true,true,52,false,100,true,true,100,62,false,true,false,0,0,250,4.9,false,false
BIZ_0791,real_estate,true,62,high,5,true,true,true,true,true,68,false,100,false,false,0,,,,false,0,0,800,4.8,false,false
BIZ_0792,real_estate,true,40,moderate,3,true,false,true,true,false,16,false,100,true,true,100,53,false,false,true,9958,3,205,4.8,false,false
BIZ_0793,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,true,false,0,0,89,4.6,false,false
BIZ_0794,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,true,false,0,0,77,4.5,true,true
BIZ_0795,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,68,false,false,false,0,0,209,4.7,false,false
BIZ_0796,real_estate,true,36,moderate,2,false,true,false,false,true,16,false,100,true,true,100,64,false,false,true,212,111,1300,4.9,true,false
BIZ_0797,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,33,false,false,true,209,0,189,4.7,false,false
BIZ_0798,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,59,false,true,false,0,0,67,4.6,false,false
BIZ_0799,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,43,false,false,true,4778,0,150,4.7,false,false
BIZ_0800,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,89,4.6,false,false
BIZ_0801,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,42,true,false,true,65,42,91,4.6,false,false
BIZ_0802,real_estate,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,123,4.7,false,false
BIZ_0803,real_estate,true,50,moderate,3,false,true,true,true,false,34,false,100,false,false,0,53,false,false,true,1971,660,240,4.8,false,false
BIZ_0804,real_estate,true,0,invisible,0,false,false,false,false,false,0,true,0,true,true,100,57,false,false,true,88,0,270,4.7,false,false
BIZ_0805,saas_crm,false,36,moderate,2,false,true,false,true,false,5,false,100,true,true,100,68,true,false,false,0,0,10000,4.6,,
BIZ_0806,saas_crm,false,0,invisible,0,false,false,false,false,false,0,true,35,true,true,100,52,false,false,true,8300000,0,200,4.4,,
BIZ_0807,saas_crm,false,33,moderate,2,true,true,false,false,false,4,false,100,true,true,100,,,,false,0,0,1500,4.4,,
BIZ_0808,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,42,false,false,true,16,0,3000,4.6,,
BIZ_0809,saas_crm,false,36,moderate,2,false,false,true,false,true,2,false,100,true,true,100,45,false,true,false,0,0,800,4.3,,
BIZ_0810,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,49,false,false,true,3132,126,400,4.6,,
BIZ_0811,saas_crm,false,40,moderate,2,false,true,false,false,true,6,false,100,true,true,100,49,false,false,true,1116,96,2000,4.7,,
BIZ_0812,saas_crm,false,34,moderate,4,true,true,true,false,true,6,false,100,true,true,100,49,true,false,false,0,0,4000,4.2,,
BIZ_0813,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,50,false,true,true,319,197,150,4.5,,
BIZ_0814,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,74,true,true,false,0,0,150,4.8,,
BIZ_0815,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,false,true,5999,2135,100,4.5,,
BIZ_0816,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,3,false,false,true,2203,1476,2000,4.7,,
BIZ_0817,saas_crm,false,27,moderate,2,true,false,false,true,false,2,false,100,false,false,0,38,false,false,false,0,0,1200,4.7,,
BIZ_0818,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,false,true,true,2531,0,700,4.2,,
BIZ_0819,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,42,false,false,false,0,0,20000,4.7,,
BIZ_0820,saas_crm,false,6,low,1,false,true,false,false,false,0,false,100,true,true,100,51,false,false,true,1949,959,2000,4.7,,
BIZ_0821,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,false,true,1949,959,1500,4.7,,
BIZ_0822,saas_crm,false,38,moderate,4,true,true,false,true,true,7,false,100,true,true,100,53,false,false,true,1230,879,3000,4.6,,
BIZ_0823,saas_crm,false,35,moderate,1,false,false,false,false,true,1,false,100,true,true,100,77,true,true,false,0,0,1000,4.5,,
BIZ_0824,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,45,true,false,false,0,0,1500,4.5,,
BIZ_0825,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,true,true,false,0,0,100,4.5,,
BIZ_0826,saas_crm,false,6,low,1,false,true,false,false,false,0,false,100,false,false,0,50,true,true,false,0,0,700,4.6,,
BIZ_0827,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,false,true,459,157,600,4.3,,
BIZ_0828,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,false,10,64,false,false,true,2715,2189,500,4.4,,
BIZ_0829,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,39,false,false,false,0,0,500,4.7,,
BIZ_0830,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,false,true,true,1466,1,200,4.6,,
BIZ_0831,saas_crm,false,0,invisible,0,false,false,false,false,false,0,true,55,true,true,100,57,false,false,true,457,26,200,4.3,,
BIZ_0832,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,43,false,true,false,0,0,200,4.3,,
BIZ_0833,saas_crm,false,64,high,5,true,true,true,true,true,43,false,100,true,true,100,51,false,false,false,0,0,8000,4.5,,
BIZ_0834,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,49,false,true,true,816,300,600,4.5,,
BIZ_0835,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,49,false,false,false,0,0,500,4.4,,
BIZ_0836,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,43,false,false,true,34,0,100,4.4,,
BIZ_0837,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,73,false,true,false,0,0,150,4.3,,
BIZ_0838,saas_crm,false,84,dominant,5,true,true,true,true,true,68,false,100,true,true,100,61,true,true,false,0,0,30000,4.6,,
BIZ_0839,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,32,false,true,false,0,0,300,4.4,,
BIZ_0840,saas_crm,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,false,true,3,0,100,4.6,,
